iso,dipole,hw_dipole,tr38901
-65.714806,-64.02592,-63.663857,-86.603226
-65.91546,-64.2339,-63.875206,-87.13836
-65.99702,-64.31772,-63.960068,-87.28778
-66.04144,-64.36429,-64.00763,-87.439766
-66.08543,-64.410446,-64.05478,-87.59158
-66.40662,-64.745575,-64.3963,-88.40661
-66.558716,-64.90505,-64.559135,-88.558716
-66.66757,-65.01901,-64.67544,-88.66757
-66.70567,-65.05963,-64.71719,-88.70567
-66.72461,-65.07982,-64.73796,-88.7246
-66.75505,-65.11044,-64.76868,-88.75504
-63.861473,-62.224052,-61.885544,-85.86147
-66.985466,-65.35542,-65.02028,-88.98546
-67.014145,-65.3843,-65.04924,-89.01414
-67.084236,-65.45983,-65.12725,-89.08424
-67.16379,-65.54375,-65.21313,-89.16379
-67.19779,-65.580536,-65.2512,-89.197784
-67.23153,-65.61711,-65.28905,-89.23154
-67.258644,-65.644424,-65.31646,-89.258644
-67.27531,-65.66252,-65.3352,-89.2753
-67.324936,-65.71646,-65.39108,-89.324936
-67.38403,-65.778694,-65.45473,-89.38403
-67.406395,-65.80525,-65.4832,-89.4064
-67.43244,-65.83152,-65.50955,-89.43244
-64.46205,-62.864853,-62.54457,-86.46205
-67.537346,-65.944145,-65.62568,-89.537346
-67.56856,-65.97841,-65.66131,-89.568565
-67.63978,-66.05449,-65.73958,-89.639786
-67.67027,-66.0881,-65.77458,-89.67027
-67.68543,-66.10482,-65.792015,-89.68544
-67.7156,-66.138145,-65.82675,-89.71561
-67.730606,-66.15474,-65.84407,-89.730606
-67.76047,-66.18779,-65.87854,-89.76047
-64.784386,-63.21425,-62.906143,-86.78438
-67.81396,-66.24477,-65.93707,-89.813965
-67.843254,-66.277306,-65.97107,-89.843254
-67.85783,-66.2935,-65.98801,-89.85783
-67.89575,-66.33333,-66.02868,-89.89575
-67.95305,-66.39726,-66.09559,-89.953064
-67.99016,-66.43631,-66.1355,-89.99016
-68.00961,-66.46056,-66.161896,-90.00961
-68.04625,-66.49916,-66.20137,-90.04624
-68.08784,-66.5459,-66.2504,-90.08783
-65.09555,-63.55462,-63.259567,-87.09555
-63.467896,-61.942123,-61.653816,-85.467896
-68.33243,-66.81767,-66.53426,-90.33242
-65.352135,-63.84027,-63.558136,-87.352135
-68.40508,-66.89798,-66.61796,-90.40509
-68.430664,-66.92727,-66.64888,-90.430664
-68.44339,-66.94187,-66.66431,-90.44339
-65.47255,-63.974144,-63.69796,-87.47254
-65.54275,-64.05224,-63.779533,-87.542755
-63.806076,-62.320244,-62.0496,-85.806076
-68.59623,-67.11243,-66.84268,-90.59623
-68.657166,-67.18308,-66.91762,-90.657166
-68.66925,-67.19713,-66.932526,-90.66925
-68.70073,-67.23092,-66.96732,-90.70073
-68.71726,-67.25305,-66.99191,-90.717255
-68.76023,-67.30037,-67.04113,-90.76023
-68.79106,-67.33356,-67.075356,-90.79106
-65.812225,-64.36162,-64.10644,-87.812225
-65.84123,-64.39572,-64.14277,-87.84123
-65.8657,-64.42158,-64.16923,-87.86569
-65.92286,-64.489075,-64.24124,-87.92286
-65.936356,-64.50657,-64.26047,-87.936356
-65.969376,-64.5412,-64.2958,-87.969376
-62.981483,-61.55751,-61.313942,-84.981476
-64.263565,-62.845314,-62.604225,-86.263565
-66.050705,-64.6365,-64.39716,-88.0507
-66.07611,-64.66531,-64.42746,-88.0761
-63.094162,-61.689743,-61.45465,-85.094154
-69.17121,-67.77581,-67.54462,-91.1712
-63.16504,-61.773384,-61.543808,-85.16503
-64.45206,-63.066345,-62.839348,-86.45206
-66.23348,-64.85156,-64.62617,-88.23348
-69.27741,-67.904236,-67.68261,-91.277405
-69.32559,-67.959625,-67.7411,-91.32559
-66.351456,-64.99347,-64.778366,-88.35145
-64.614876,-63.261253,-63.04802,-86.614876
-64.6395,-63.289253,-63.07746,-86.639496
-66.43731,-65.09386,-64.884964,-88.43732
-69.47468,-68.13918,-67.933685,-91.47468
-63.478683,-62.14646,-61.942368,-85.478676
-62.54016,-61.2137,-61.012054,-84.54016
-66.54003,-65.21919,-65.01993,-88.54003
-64.81264,-63.497696,-63.30094,-86.81264
-64.84509,-63.53817,-63.34482,-86.84509
-64.86648,-63.56376,-63.372185,-86.86647
-63.650856,-62.35755,-62.16996,-85.650856
-63.68869,-62.40251,-62.21794,-85.68869
-62.744995,-61.464417,-61.28219,-84.744995
-63.738815,-62.46405,-62.28427,-85.73882
-63.767784,-62.501633,-62.325478,-85.767784
-66.792946,-65.531685,-65.35758,-88.792946
-63.83046,-62.576965,-62.406113,-85.83047
-69.886536,-68.63929,-68.47106,-91.88653
-66.89788,-65.660324,-65.49615,-88.89787
-65.16712,-63.93817,-63.777573,-87.16712
-69.9623,-68.740265,-68.58254,-91.962296
-66.974335,-65.75882,-65.60382,-88.97434
-65.26062,-64.054184,-63.902954,-87.26062
-70.05977,-68.86665,-68.72093,-92.05977
-64.06638,-62.87787,-62.73404,-86.06639
-67.11241,-65.93118,-65.79037,-89.112404
-64.13701,-62.96485,-62.82776,-86.13701
-65.405815,-64.2417,-64.1079,-87.405815
-70.199745,-69.04288,-68.91208,-92.199745
-64.223465,-63.08098,-62.95607,-86.22346
-64.2823,-63.157455,-63.039734,-86.28231
-62.557816,-61.442726,-61.32897,-84.55781
-64.33838,-63.230667,-63.11992,-86.33838
-65.62774,-64.53131,-64.425125,-87.62773
-64.41553,-63.32994,-63.22814,-86.41553
-62.679146,-61.6046,-61.507248,-84.679146
-62.038864,-60.97635,-60.88385,-84.03886
-62.735977,-61.68209,-61.59305,-84.73598
-65.7901,-64.749825,-64.66623,-87.7901
-62.132484,-61.10244,-61.022934,-84.13248
-64.5934,-63.57441,-63.4993,-86.5934
-62.867386,-61.860504,-61.790222,-84.867386
-62.224945,-61.229393,-61.16359,-84.22494
-60.30491,-59.324356,-59.264496,-82.30491
-59.954445,-58.984795,-58.929222,-81.95444
-60.778572,-59.823135,-59.773148,-82.778564
-61.26358,-60.318817,-60.27301,-83.26358
-60.42607,-59.496613,-59.456787,-82.42607
-60.869972,-59.95304,-59.918106,-82.869965
-61.86637,-60.961807,-60.931686,-83.86636
-60.13997,-59.25084,-59.226685,-82.13997
-60.96614,-60.091637,-60.073135,-82.96614
-61.95588,-61.09195,-61.077515,-83.95588
-61.02066,-60.17167,-60.16298,-83.02066
-59.91397,-59.081833,-59.07959,-81.91398
-62.04753,-61.228622,-61.231422,-84.04753
-59.98793,-59.188354,-59.198517,-81.98792
-59.389755,-58.60208,-58.616745,-81.38976
-61.181,-60.411293,-60.43273,-83.181
-62.75975,-62.0056,-62.03289,-84.75975
-59.779114,-59.03932,-59.07202,-81.779106
-58.967293,-58.24504,-58.28427,-80.96729
-60.886536,-60.179718,-60.224716,-82.886536
-59.574173,-58.88546,-58.937164,-81.57417
-60.22335,-59.549408,-59.606567,-82.22335
-59.628143,-58.972237,-59.03604,-81.62814
-61.00534,-60.36582,-60.43564,-83.00534
-59.98536,-59.36325,-59.43943,-81.98536
-60.017654,-59.411858,-59.493988,-82.017654
-58.724907,-58.140274,-58.230087,-80.72491
-59.228622,-58.65909,-58.754356,-81.22862
-60.772507,-60.223686,-60.326393,-82.77251
-59.28679,-58.75431,-58.8629,-81.28678
-59.57094,-59.05448,-59.168777,-81.57094
-59.884193,-59.38716,-59.50837,-81.88419
-58.887894,-58.40947,-58.537285,-80.88789
-59.934303,-59.471733,-59.60514,-81.934296
-59.961327,-59.518753,-59.659195,-81.96133
-59.708855,-59.28389,-59.43048,-81.70885
-60.635384,-60.227875,-60.38056,-82.63538
-59.252808,-58.866257,-59.02623,-81.25281
-57.84234,-57.472725,-57.638557,-79.84234
-59.539955,-59.18808,-59.36003,-81.53996
-59.08352,-58.749344,-58.927353,-81.08352
-59.852676,-59.536423,-59.72055,-81.85268
-60.14859,-59.848038,-60.037537,-82.14859
-61.52333,-61.24205,-61.438072,-83.52333
-60.496758,-60.232384,-60.43412,-82.49676
-60.51544,-60.2675,-60.474785,-82.51545
-58.986755,-58.75569,-58.968643,-80.986755
-58.592102,-58.377068,-58.595383,-80.5921
-58.809242,-58.608734,-58.83187,-80.80925
-58.43746,-58.254196,-58.483063,-80.43746
-58.263786,-58.093323,-58.326424,-80.263794
-59.294205,-59.13817,-59.376038,-81.29421
-59.310333,-59.168556,-59.411118,-81.31033
-58.495224,-58.366615,-58.613495,-80.49523
-57.814163,-57.698906,-57.950165,-79.81416
-57.82921,-57.726204,-57.98143,-79.82921
-58.54045,-58.450356,-58.709793,-80.54045
-58.739174,-58.65777,-58.92003,-80.73918
-58.19522,-58.124306,-58.38996,-80.19522
-59.399918,-59.339264,-59.60824,-81.39992
-58.391792,-58.33934,-58.610947,-80.391785
-59.185364,-59.13771,-59.410866,-81.18536
-58.783066,-58.743896,-59.019775,-80.783066
-58.791153,-58.759094,-59.037262,-80.79115
-57.598053,-57.571594,-57.851555,-79.59805
-58.798157,-58.774643,-59.05555,-80.79816
-58.616623,-58.599815,-58.88286,-80.61662
-59.444138,-59.428116,-59.71142,-81.44414
-58.435333,-58.422653,-58.707016,-80.43533
-58.254013,-58.240387,-58.524445,-80.25402
-58.619797,-58.607567,-58.892075,-80.6198
-59.221985,-59.207382,-59.491127,-81.221985
-59.22123,-59.205353,-59.488693,-81.22123
-59.218506,-59.199722,-59.482132,-81.2185
-58.247986,-58.22676,-58.508385,-80.247986
-58.795105,-58.767776,-59.047455,-80.795105
-58.597153,-58.564728,-58.84278,-80.59715
-59.199036,-59.160583,-59.436707,-81.199036
-58.583267,-58.537704,-58.81153,-80.58327
-58.96779,-58.91311,-59.184,-80.96779
-57.7137,-57.652237,-57.92095,-79.7137
-58.55767,-58.48593,-58.751312,-80.55767
-59.154373,-59.07364,-59.33612,-81.15437
-57.5288,-57.436356,-57.695038,-79.5288
-59.35704,-59.254677,-59.51013,-81.35704
-58.516342,-58.403206,-58.65515,-80.51634
-60.073822,-59.946533,-60.193848,-82.07382
-58.87623,-58.733932,-58.97632,-80.87623
-58.65821,-58.50325,-58.74147,-80.65822
-60.30738,-60.137062,-60.370216,-82.30739
-59.49594,-59.310226,-59.538284,-81.49594
-61.235344,-61.032646,-61.255074,-83.23534
-60.55513,-60.340164,-60.558487,-82.555145
-58.573296,-58.34205,-58.554924,-80.5733
-61.182137,-60.933838,-61.14099,-83.18214
-58.942596,-58.677254,-58.878677,-80.9426
-58.92399,-58.642,-58.8378,-80.923996
-59.87519,-59.577362,-59.767776,-81.87519
-60.75283,-60.437157,-60.62149,-82.75283
-60.10977,-59.77691,-59.955368,-82.109764
-62.307693,-61.957207,-62.12963,-84.30769
-60.361313,-59.9916,-60.157394,-82.361305
-60.660316,-60.272858,-60.43251,-82.660324
-60.97489,-60.56711,-60.719696,-82.9749
-60.95719,-60.533134,-60.680046,-82.95719
-61.309235,-60.86728,-61.007927,-83.309235
-59.145348,-58.684845,-58.818977,-81.14534
-60.530846,-60.052704,-60.180603,-82.53084
-61.234344,-60.73976,-60.861855,-83.23434
-59.066246,-58.550575,-58.66516,-81.066246
-60.451187,-59.917603,-60.02578,-82.45118
-60.41725,-59.864395,-59.965668,-82.41725
-61.541893,-60.974274,-61.070236,-83.541885
-60.36743,-59.780945,-59.87008,-82.36743
-60.334946,-59.728844,-59.810867,-82.334946
-62.41558,-61.79387,-61.8702,-84.41558
-59.6557,-59.01552,-59.0851,-81.6557
-60.97856,-60.321823,-60.38533,-82.97856
-60.946533,-60.274467,-60.33232,-82.94653
-60.91622,-60.226532,-60.277878,-82.91622
-60.507652,-59.799667,-59.844223,-82.507645
-61.26599,-60.54158,-60.580025,-83.26599
-62.79255,-62.053406,-62.086334,-84.79255
-60.798187,-60.04338,-60.070435,-82.79819
-62.15091,-61.37948,-61.400284,-84.15091
-59.38926,-58.602608,-58.61767,-81.38925
-59.6588,-58.8582,-58.86798,-81.65879
-60.669434,-59.85157,-59.854774,-82.66943
-60.639862,-59.80728,-59.80487,-82.63986
-62.5745,-61.727493,-61.71956,-84.57451
-59.529938,-58.66784,-58.654114,-81.52994
-60.965057,-60.087166,-60.06736,-82.96506
-61.391182,-60.50251,-60.47853,-83.39118
-60.485115,-59.582054,-59.552505,-82.485115
-61.832443,-60.91233,-60.876152,-83.83246
-62.37906,-61.4469,-61.40602,-84.37905
-63.82129,-62.878098,-62.8329,-85.8213
-60.36438,-59.41002,-59.36046,-82.36438
-60.33146,-59.36387,-59.309113,-82.33146
-61.16577,-60.182228,-60.12117,-83.16577
-62.228836,-61.235733,-61.1709,-84.22883
-61.10469,-60.098343,-60.02826,-83.10469
-61.07556,-60.05777,-59.983147,-83.07556
-62.13868,-61.10824,-61.028557,-84.13868
-62.10369,-61.06186,-60.97764,-84.1037
-61.487427,-60.43338,-60.344276,-83.48743
-60.075798,-59.011765,-58.918648,-82.0758
-62.01198,-60.93804,-60.840942,-84.01198
-65.652275,-64.567505,-64.466034,-87.652275
-62.624123,-61.53103,-61.4262,-84.624115
-64.34721,-63.24254,-63.133026,-86.347206
-61.882187,-60.766327,-60.652252,-83.88219
-62.51876,-61.392105,-61.27365,-84.51875
-63.278214,-62.144638,-62.02336,-85.27821
-61.209297,-60.064735,-59.938965,-83.209305
-62.43203,-61.279083,-61.149895,-84.43204
-63.195107,-62.030777,-61.896904,-85.1951
-65.37917,-64.2072,-64.07019,-87.379166
-61.6649,-60.48398,-60.343285,-83.66492
-64.07222,-62.88346,-62.739532,-86.07222
-62.28148,-61.08445,-60.93711,-84.28147
-61.579437,-60.373688,-60.222733,-83.57944
-62.21846,-61.003433,-60.848633,-84.21845
-62.978592,-61.75495,-61.596565,-84.97859
-63.91681,-62.68724,-62.526398,-85.91681
-65.134285,-63.8947,-63.729668,-87.134285
-62.887558,-61.6409,-61.472916,-84.88756
-61.402702,-60.150772,-59.980583,-83.40271
-63.792946,-62.53279,-62.359154,-85.79294
-65.022995,-63.758003,-63.582336,-87.022995
-63.73465,-62.46003,-62.28032,-85.73464
-64.96394,-63.684296,-63.502464,-86.96394
-63.682358,-62.395615,-62.210785,-85.68236
-61.89081,-60.59517,-60.406586,-83.89081
-69.64591,-68.342285,-68.15034,-91.645905
-69.620605,-68.31524,-68.12255,-91.620605
-69.59285,-68.27908,-68.082825,-91.59286
-64.75849,-63.431915,-63.230217,-86.75849
-63.473747,-62.14189,-61.93795,-85.47375
-66.458954,-65.11787,-64.90998,-88.45895
-61.660965,-60.317146,-60.108093,-83.660965
-63.396492,-62.047104,-61.83567,-85.39649
-63.362885,-62.00737,-61.79332,-85.362885
-64.587814,-63.227806,-63.01184,-86.587814
-66.3226,-64.95877,-64.74115,-88.3226
-64.53109,-63.161545,-62.941475,-86.53108
-64.5069,-63.13022,-62.90709,-86.50689
-63.225174,-61.844017,-61.618958,-85.225174
-64.41814,-63.027573,-62.79847,-86.41814
-64.401306,-63.00541,-62.77401,-86.4013
-64.36638,-62.966225,-62.73297,-86.36638
-64.338455,-62.933647,-62.69838,-86.338455
-66.07831,-64.67003,-64.43326,-88.07831
-66.052414,-64.63632,-64.39617,-88.052414
-66.02217,-64.60162,-64.35954,-88.02216
-69.01103,-67.58708,-67.34352,-91.01103
-68.98172,-67.55632,-67.31213,-90.98172
-68.956535,-67.52644,-67.280205,-90.956535
-65.90817,-64.47109,-64.22181,-87.90817
-65.88616,-64.44576,-64.19504,-87.88617
-68.88719,-67.445786,-67.194626,-90.88719
-65.83601,-64.389305,-64.135826,-87.836006
-65.82303,-64.374054,-64.11958,-87.82304
-65.7875,-64.33298,-64.076096,-87.78749
-68.75241,-67.29145,-67.031746,-90.75241
-68.72585,-67.26044,-66.998764,-90.72585
-65.67912,-64.20833,-63.944305,-87.67913
-63.89795,-62.42575,-62.161102,-85.89795
-68.6452,-67.16659,-66.899124,-90.6452
-65.61898,-64.13972,-63.87198,-87.61898
-68.59348,-67.11168,-66.84282,-90.59348
-68.56593,-67.079834,-66.80907,-90.56594
-68.53821,-67.04782,-66.77518,-90.538216
-65.5116,-64.02057,-63.747635,-87.5116
-68.46961,-66.97131,-66.69518,-90.469604
-63.681114,-62.179047,-61.901253,-85.681114
-68.43339,-66.92855,-66.64952,-90.43339
-68.40481,-66.89583,-66.614975,-90.40481
-65.36724,-63.85675,-63.575226,-87.36724
-68.363106,-66.85057,-66.56814,-90.3631
-63.534607,-62.015656,-61.730377,-85.53461
-68.25391,-66.72751,-66.43892,-90.25391
-65.20456,-63.675842,-63.38623,-87.20456
-65.18955,-63.658867,-63.368378,-87.18956
-68.1671,-66.63385,-66.34223,-90.1671
-68.10609,-66.56505,-66.26995,-90.10609
-68.08379,-66.54109,-66.245255,-90.083786
-65.0468,-63.501343,-63.204277,-87.0468
-65.024254,-63.477158,-63.17935,-87.02425
-68.02159,-66.47125,-66.17201,-90.02159
-67.99887,-66.4469,-66.14692,-89.99886
-67.96726,-66.41153,-66.10988,-89.96726
-67.929955,-66.37314,-66.070984,-89.92996
-64.89473,-63.33394,-63.03002,-86.89473
-67.87446,-66.31233,-66.00781,-89.87446
-67.800064,-66.22858,-65.919876,-89.800064
-64.77042,-63.198402,-62.889465,-86.77041
-67.69425,-66.11462,-65.80224,-89.69425
-64.66412,-63.08397,-62.771378,-86.66412
-67.64508,-66.06243,-65.7487,-89.64509
-64.6206,-63.034966,-62.719894,-86.6206
-67.5858,-65.998184,-65.68222,-89.5858
-67.57622,-65.98664,-65.66979,-89.57622
-67.55103,-65.95998,-65.64247,-89.551025
-67.515976,-65.92154,-65.60249,-89.51598
-67.49043,-65.89454,-65.574844,-89.49043
-67.48064,-65.882835,-65.56228,-89.48064
-67.45488,-65.85564,-65.53444,-89.45488
-67.42898,-65.82831,-65.506454,-89.42898
-67.39293,-65.78895,-65.465614,-89.39293
-67.37671,-65.77319,-65.45006,-89.37671
-67.35657,-65.74932,-65.42451,-89.35657
-64.32484,-62.717125,-62.39209,-86.32484
-67.31361,-65.70542,-65.38018,-89.313614
-64.28799,-62.67704,-62.350548,-86.28799
-67.27658,-65.66517,-65.33847,-89.27658
-64.24763,-62.63462,-62.307198,-86.24763
-67.17409,-65.55499,-65.2248,-89.1741
-67.146454,-65.52601,-65.195206,-89.146454
-67.11864,-65.49686,-65.16547,-89.11864
-67.10796,-65.48442,-65.15222,-89.10796
-67.06913,-65.44252,-65.10894,-89.06913
-67.02321,-65.39574,-65.06175,-89.02321
-66.983604,-65.35312,-65.01776,-88.98361
-63.953354,-62.321365,-61.98533,-85.953354
-66.873886,-65.2362,-64.897575,-88.873886
-66.84425,-65.20532,-64.866135,-88.84426
-66.832886,-65.1923,-64.852356,-88.832886
-66.77286,-65.129814,-64.78874,-88.77286
-63.726418,-62.08133,-61.73934,-85.72641
-66.70028,-65.053185,-64.71027,-88.70027
-66.66945,-65.02114,-64.67769,-88.66944
-66.638374,-64.98889,-64.64488,-88.63838
-66.62645,-64.97539,-64.63065,-88.62645
-66.56349,-64.910065,-64.56427,-88.56349
-66.519455,-64.86331,-64.516266,-88.51945
-66.48729,-64.83001,-64.48244,-88.48729
-66.40973,-64.74864,-64.39934,-88.40973
-66.28427,-64.61689,-64.26471,-88.07912
-66.216095,-64.54655,-64.193375,-87.949356
-66.20296,-64.531975,-64.17813,-87.84569
-66.1335,-64.46038,-64.10557,-87.714874
-66.08484,-64.40926,-64.05333,-87.545456
-66.01344,-64.33579,-63.978897,-87.413055
-65.92685,-64.2458,-63.887344,-87.175865
-65.912796,-64.23041,-63.871338,-87.07229
-65.838486,-64.15411,-63.794113,-86.93748
-65.82416,-64.13846,-63.777863,-86.83392
-65.80085,-64.115486,-63.75505,-86.86965
-65.69511,-64.00521,-63.642693,-86.52572
-65.61694,-63.92517,-63.561775,-86.38765
-65.46592,-63.768906,-63.4031,-85.97049
-65.42489,-63.72699,-63.360764,-85.89977
-65.383484,-63.684677,-63.318054,-85.82872
-65.36755,-63.667564,-63.300392,-85.724915
-65.2832,-63.581467,-63.213486,-85.5815
-65.22395,-63.520195,-63.151283,-85.40524
-65.18057,-63.47596,-63.10666,-85.33247
-64.64638,-62.92949,-62.554512,-84.160576
-64.45668,-62.73564,-62.358734,-83.713264
-64.278885,-62.55481,-62.176483,-83.364624
-64.17021,-62.444763,-62.06582,-83.19909
-63.840874,-62.110443,-61.729187,-82.559204
-63.61151,-61.877632,-61.494766,-82.07768
-63.703377,-61.97032,-61.58783,-82.20341
-64.24506,-62.52021,-62.141533,-83.27396
-64.5744,-62.854904,-62.478706,-83.8836
-64.89154,-63.179283,-62.806442,-84.624855
-65.022545,-63.31292,-62.94129,-84.87262
-65.283356,-63.58085,-63.212517,-85.511314
-65.75319,-64.06444,-63.70243,-86.60243
-65.83782,-64.15122,-63.790215,-86.754234
-65.90676,-64.22325,-63.863663,-86.983215
-65.95212,-64.270706,-63.91208,-87.13559
-66.05508,-64.377,-64.01991,-87.360085
-66.07706,-64.400055,-64.04346,-87.43584
-66.1985,-64.52603,-64.17152,-87.73343
-66.21977,-64.548416,-64.194405,-87.80879
-66.24094,-64.5707,-64.21721,-87.884125
-66.28295,-64.614975,-64.26251,-88.03463
-66.33735,-64.67067,-64.31881,-88.10358
-66.39885,-64.73564,-64.38537,-88.32847
-66.49185,-64.83234,-64.48375,-88.49185
-66.53152,-64.87439,-64.5269,-88.531525
-66.5829,-64.92715,-64.58028,-88.5829
-66.60236,-64.94782,-64.60152,-88.60236
-66.71738,-65.07025,-64.727325,-88.71738
-66.74789,-65.10094,-64.75809,-88.74788
-66.766624,-65.12093,-64.77867,-88.766624
-66.785286,-65.14087,-64.79918,-88.785286
-66.840805,-65.200226,-64.86029,-88.8408
-66.92489,-65.2884,-64.950325,-88.92488
-67.007385,-65.37506,-65.03887,-89.007385
-67.02504,-65.39406,-65.05848,-89.02505
-67.042625,-65.41299,-65.07802,-89.04263
-67.09497,-65.4694,-65.13628,-89.09497
-67.15727,-65.53464,-65.20286,-89.157265
-67.19132,-65.57148,-65.24095,-89.19132
-67.22511,-65.60807,-65.27882,-89.22511
-67.25226,-65.63542,-65.30626,-89.25226
-67.285576,-65.67158,-65.343704,-89.285576
-67.33508,-65.72539,-65.39946,-89.33509
-67.35146,-65.74321,-65.41794,-89.35146
-67.45833,-65.85762,-65.53575,-89.45832
-67.484055,-65.883575,-65.56182,-89.48406
-67.51565,-65.91815,-65.59773,-89.51565
-64.528885,-62.933647,-62.61425,-86.528885
-64.57265,-62.98056,-62.662582,-86.57265
-67.59365,-66.00373,-65.68673,-89.59365
-62.84616,-61.25786,-60.94158,-84.84616
-67.64923,-66.06262,-65.747116,-89.64923
-67.73986,-66.16264,-65.851364,-89.73985
-67.76398,-66.18701,-65.87584,-89.76398
-67.77882,-66.203445,-65.89298,-89.77882
-67.80835,-66.236176,-65.927155,-89.80835
-67.82304,-66.25247,-65.94417,-89.82304
-64.83189,-63.262253,-62.95437,-86.83189
-67.890236,-66.32478,-66.01879,-89.89023
-67.97603,-66.4205,-66.118935,-89.97603
-67.99888,-66.44362,-66.142166,-89.99887
-68.02695,-66.47505,-66.175095,-90.02695
-68.068726,-66.52191,-66.22424,-90.068726
-68.082565,-66.53746,-66.240555,-90.08256
-68.10486,-66.56003,-66.26324,-90.10486
-68.1543,-66.61319,-66.31806,-90.1543
-68.20831,-66.674164,-66.38214,-90.20831
-68.24838,-66.71953,-66.42986,-90.24838
-65.28186,-63.757614,-63.469986,-87.28186
-68.348526,-66.83072,-66.54596,-90.34852
-68.38241,-66.86672,-66.5829,-90.3824
-68.39528,-66.88142,-66.598404,-90.39528
-68.41301,-66.904366,-66.62365,-90.41301
-65.4551,-63.9514,-63.672867,-87.4551
-68.48434,-66.98343,-66.70615,-90.484344
-65.50301,-64.00509,-63.72911,-87.50302
-68.534424,-67.04105,-66.76709,-90.534424
-68.566895,-67.075745,-66.802765,-90.566895
-68.586845,-67.096016,-66.82318,-90.586845
-68.62358,-67.13851,-66.8682,-90.62359
-68.6404,-67.160805,-66.892914,-90.64041
-68.69157,-67.21458,-66.94783,-90.69157
-65.69183,-64.219406,-63.954666,-87.69184
-65.72536,-64.25704,-63.99411,-87.725365
-68.743866,-67.27836,-67.01665,-90.743866
-65.77766,-64.31382,-64.05285,-87.77765
-65.803314,-64.34532,-64.08691,-87.803314
-64.08619,-62.63533,-62.380035,-86.08619
-68.909546,-67.467,-67.21534,-90.909546
-64.16724,-62.728943,-62.479126,-86.16723
-65.9573,-64.52236,-64.27402,-87.9573
-65.97764,-64.544975,-64.29761,-87.97764
-66.011154,-64.58478,-64.340164,-88.011154
-64.26759,-62.84503,-62.602074,-86.26759
-69.06234,-67.64531,-67.404755,-91.06233
-64.32803,-62.91307,-62.673416,-86.32803
-66.12774,-64.72096,-64.484856,-88.12774
-66.14394,-64.74042,-64.50571,-88.143936
-64.40967,-63.009964,-62.776917,-86.40967
-64.435455,-63.03894,-62.807266,-86.435455
-64.46164,-63.071594,-62.842712,-86.46164
-66.25504,-64.8697,-64.64285,-88.25504
-66.28974,-64.910194,-64.68583,-88.28975
-66.31053,-64.935455,-64.71302,-88.31053
-64.60232,-63.23826,-63.020554,-86.60232
-64.633804,-63.27462,-63.059,-86.63382
-63.41073,-62.05613,-61.84247,-85.410736
-69.47322,-68.1274,-67.917496,-91.47322
-63.46762,-62.125305,-61.916893,-85.46761
-64.74602,-63.408287,-63.201843,-86.74602
-63.52775,-62.19799,-61.99494,-85.527756
-66.568115,-65.24393,-65.04325,-88.568115
-66.59252,-65.27429,-65.07615,-88.59252
-64.8534,-63.538292,-63.341476,-86.85341
-69.66564,-68.3631,-68.1716,-91.66564
-64.912346,-63.613205,-63.42315,-86.912346
-66.714745,-65.420494,-65.232506,-88.714745
-69.732285,-68.44688,-68.26263,-91.73229
-63.788795,-62.51683,-62.33824,-85.788795
-62.84675,-61.581406,-61.405594,-84.84674
-65.084366,-63.824966,-63.651657,-87.084366
-66.887436,-65.636185,-65.46628,-88.887436
-66.910164,-65.66529,-65.49805,-88.91016
-63.937263,-62.70217,-62.539,-85.93726
-66.968575,-65.74045,-65.58021,-88.968575
-70.01106,-68.7887,-68.630844,-92.01106
-64.028786,-62.818726,-62.665977,-86.028786
-70.09545,-68.894714,-68.74582,-92.09546
-65.33265,-64.140656,-63.99539,-87.33266
-70.147285,-68.96254,-68.82027,-92.14729
-63.18495,-62.00879,-61.87007,-85.184944
-65.422714,-64.25393,-64.11823,-87.422714
-65.46843,-64.31186,-64.181175,-87.46842
-67.263306,-66.11343,-65.98548,-89.263306
-64.28082,-63.141113,-63.01734,-86.28082
-65.5445,-64.414375,-64.2945,-87.54451
-65.59506,-64.477,-64.36203,-87.59506
-63.39987,-62.291122,-62.179955,-85.399864
-64.402626,-63.303696,-63.196518,-86.402626
-63.466095,-62.37677,-62.273453,-85.466095
-65.71745,-64.641235,-64.54322,-87.717445
-63.533737,-62.468094,-62.374313,-85.53374
-65.7747,-64.72208,-64.63355,-87.7747
-62.128136,-61.081696,-60.995636,-84.12813
-61.583252,-60.548866,-60.46762,-83.58325
-61.612007,-60.59114,-60.51529,-83.612
-62.224113,-61.215042,-61.143875,-84.224106
-62.252502,-61.253464,-61.186287,-84.2525
-62.958214,-61.97313,-61.91147,-84.958206
-63.785698,-62.81276,-62.75589,-85.785706
-64.775894,-63.81524,-63.7632,-86.775894
-60.84001,-59.89334,-59.846794,-82.84001
-60.45414,-59.5213,-59.480164,-82.45414
-61.35589,-60.43547,-60.39917,-83.35588
-61.904007,-60.99675,-60.96557,-83.90401
-60.556656,-59.66697,-59.6426,-82.556656
-63.21807,-62.34028,-62.32051,-85.21806
-61.028023,-60.166702,-60.153267,-83.02802
-62.037506,-61.19026,-61.182243,-84.037506
-65.06377,-64.228516,-64.22508,-87.06377
-60.328102,-59.511047,-59.514557,-82.3281
-61.153503,-60.349686,-60.358215,-83.15352
