iso,dipole,hw_dipole,tr38901
-63.310226,-62.05841,-61.888275,-85.31022
-63.208885,-61.931656,-61.750854,-85.208885
-62.854813,-61.501556,-61.288483,-84.85481
-62.815323,-61.455215,-61.239197,-84.81532
-62.6773,-61.2891,-61.061012,-84.67729
-62.69557,-61.310463,-61.08371,-84.69557
-62.984573,-61.655846,-61.45323,-84.98457
-63.12532,-61.827637,-61.6382,-85.12532
-63.31546,-62.062943,-61.89251,-85.31546
-63.57498,-62.391006,-62.249054,-85.57498
-63.66559,-62.507706,-62.37648,-85.66559
-63.79032,-62.670677,-62.555077,-85.79032
-63.82064,-62.710915,-62.599342,-85.82063
-63.826004,-62.718727,-62.608147,-85.826004
-63.870804,-62.777664,-62.672806,-85.870804
-63.867508,-62.774345,-62.66948,-85.86751
-63.869553,-62.775528,-62.67032,-85.86955
-63.866257,-62.770905,-62.66516,-85.86626
-63.8424,-62.740387,-62.631943,-85.8424
-63.821716,-62.713356,-62.60234,-85.821724
-62.589203,-61.185234,-60.950333,-84.5892
-62.50479,-61.087006,-60.846115,-84.50478
-62.731903,-61.352966,-61.128876,-84.7319
-62.803665,-61.437073,-61.218277,-84.80368
-63.001602,-61.675888,-61.47457,-85.0016
-63.277626,-62.012894,-61.83734,-85.277626
-63.64537,-62.48062,-62.34658,-85.64537
-63.86673,-62.769806,-62.66342,-85.86674
-63.818405,-62.706055,-62.593414,-85.818405
-63.809677,-62.695457,-62.582054,-85.80969
-63.78009,-62.654686,-62.536736,-85.78009
-63.735954,-62.598404,-62.475494,-85.73596
-63.6734,-62.516266,-62.38537,-85.6734
-63.655357,-62.492134,-62.35871,-85.65536
-63.646317,-62.47995,-62.345245,-85.64632
-63.57675,-62.39206,-62.249825,-85.57675
-62.97119,-61.63842,-61.43409,-84.9712
-63.069077,-61.755432,-61.559227,-85.069084
-63.20716,-61.924164,-61.740913,-85.20715
-63.694656,-62.540955,-62.411438,-85.694664
-63.75434,-62.619026,-62.49704,-85.75433
-63.774048,-62.64428,-62.52455,-85.77406
-63.870026,-62.771027,-62.663795,-85.870026
-63.88797,-62.79496,-62.690163,-85.88797
-63.88469,-62.792046,-62.687386,-85.88469
-63.868286,-62.769974,-62.663033,-85.868286
-63.844437,-62.73729,-62.62677,-85.84444
-63.806366,-62.687492,-62.572205,-85.80636
-63.549057,-62.353836,-62.207245,-85.54907
