path_id,delay_s,delay_ns,distance_m,real_coeff,imag_coeff,magnitude,phase_rad,phase_deg,channel_path_gain,channel_path_gain_db
1230,1.3674347201231285e-06,1367.4346923828125,410.23040771484375,-3.4900311529639794e-09,2.6795383689659502e-09,4.400027453499433e-09,2.486815929412842,142.4840545654297,1.9360241646142418e-17,-167.13088989257812
1231,1.687057533672487e-06,1687.0574951171875,506.11724853515625,5.752961995675321e-10,1.2053976705672653e-09,1.3356455941249123e-09,1.125500202178955,64.48640441894531,1.783949201024991e-18,-177.48617553710938
1232,5.207131152928923e-07,520.713134765625,156.21392822265625,1.8569028981119118e-08,-1.8875701002230016e-08,2.6478311099253915e-08,-0.7935879826545715,-45.46923828125,7.011009759640867e-16,-151.5421905517578
1233,9.91583533505036e-07,991.5835571289062,297.4750671386719,-1.2741638499846886e-07,-5.082365532871336e-07,5.239650135990814e-07,-1.8164364099502563,-104.07413482666016,2.745393430821086e-13,-125.61395263671875
1234,4.844085879085469e-07,484.4085998535156,145.32257080078125,-1.192677484551652e-10,-1.5325016256007018e-10,1.9419167662793058e-10,-2.2321369647979736,-127.89202117919922,3.771040803151387e-20,-194.23538208007812
1235,1.116838234338502e-06,1116.8382568359375,335.0514831542969,9.903294850843736e-10,3.364391876203854e-09,3.507119039625195e-09,1.2845253944396973,73.5978775024414,1.229988371390729e-17,-169.10098266601562
1236,1.4598108464269899e-06,1459.810791015625,437.9432678222656,-1.3267203335942668e-08,-6.366574489824472e-10,1.3282470234798893e-08,-3.093642234802246,-177.2526397705078,1.7642401919084553e-16,-157.534423828125
1237,9.7391944109404e-07,973.91943359375,292.17584228515625,-9.120524779859807e-09,7.396292911465707e-09,1.1742619321353231e-08,2.4602103233337402,140.95965576171875,1.378891022884584e-16,-158.60470581054688
1238,9.915836471918738e-07,991.5836181640625,297.47509765625,-4.015075916186106e-08,-1.601726182798302e-07,1.6512829859038902e-07,-1.8164070844650269,-104.07245635986328,2.7267354295161007e-14,-135.64356994628906
1239,1.1168381206516642e-06,1116.838134765625,335.0514221191406,9.902012543250294e-10,3.3644202979132842e-09,3.507110157840998e-09,1.2845628261566162,73.60002136230469,1.2299821675361349e-17,-169.10101318359375
1240,1.0350652246415848e-06,1035.065185546875,310.5195617675781,-3.683934934883837e-09,-1.1492118368039428e-08,1.2068147370314364e-08,-1.8810088634490967,-107.77386474609375,1.4564018167477429e-16,-158.3671875
1241,1.0754714594440884e-06,1075.471435546875,322.6414489746094,4.4439565272114123e-07,6.756931014706424e-09,4.4444698232837254e-07,0.015203592367470264,0.8711016178131104,1.975331248398049e-13,-127.0436019897461
1242,1.687057533672487e-06,1687.0574951171875,506.11724853515625,1.1936487354091696e-08,2.501005980093396e-08,2.7712504291343976e-08,1.1254996061325073,64.48637390136719,7.679829092375231e-16,-151.146484375
1243,1.634042632758792e-06,1634.0426025390625,490.2127990722656,1.2707672247813662e-08,2.6189413304678055e-08,2.9109626709100667e-08,1.119041085243225,64.11632537841797,8.473703840046628e-16,-150.71926879882812
1244,1.7116263961725053e-06,1711.6263427734375,513.4879150390625,-9.087078645109159e-09,-3.504803114395827e-10,9.093835018347818e-09,-3.1030426025390625,-177.79122924804688,8.269783834368707e-17,-160.82505798339844
1245,5.226713710726472e-07,522.67138671875,156.80140686035156,-8.467459511329878e-10,7.91969101410217e-10,1.15939369216278e-09,2.389608860015869,136.91448974609375,1.3441937244073528e-18,-178.7153778076172
1246,9.91583533505036e-07,991.5835571289062,297.4750671386719,-1.2742366095608304e-07,-5.082360416963638e-07,5.239662641542964e-07,-1.8164501190185547,-104.07492065429688,2.7454064412471557e-13,-125.61393737792969
1247,1.687057533672487e-06,1687.0574951171875,506.11724853515625,5.752848197815297e-10,1.2054042208831106e-09,1.3356465933256345e-09,1.1255099773406982,64.48696899414062,1.7839518893619817e-18,-177.48617553710938
1248,1.0552444109634962e-06,1055.244384765625,316.5733337402344,-3.3030644885911897e-10,-1.5282906051794498e-09,1.5635773786826235e-09,-1.7836503982543945,-102.19563293457031,2.4447742798165604e-18,-176.11761474609375
1249,4.2885187667707214e-07,428.85186767578125,128.6555633544922,6.341208518279018e-07,-6.478791760855529e-07,9.065631161320198e-07,-0.7961296439170837,-45.614864349365234,8.218566886070144e-13,-120.85204315185547
1250,5.207131152928923e-07,520.713134765625,156.21392822265625,1.8572256621496308e-08,-1.887553757740079e-08,2.648045693831591e-08,-0.7934967279434204,-45.464012145996094,7.012145842581372e-16,-151.54148864746094
1251,1.6857399032232934e-06,1685.7398681640625,505.72198486328125,-3.0284729746199446e-07,-3.525854808117401e-08,3.0489283631141006e-07,-3.025691032409668,-173.35931396484375,9.295964334670587e-14,-130.3170623779297
1252,5.216434146859683e-07,521.6434326171875,156.49302673339844,-3.8764818022229974e-09,4.0105043730420675e-09,5.577746264862071e-09,2.339203357696533,134.02647399902344,3.1111252146131984e-17,-165.07081604003906
1253,1.0350167940487154e-06,1035.016845703125,310.5050354003906,9.50382244013781e-08,2.6894093707596767e-07,2.852393379271234e-07,1.2311139106750488,70.53762817382812,8.13614786979687e-14,-130.89581298828125
